text,translation
unknown frozen substance,未知冷冻物质
unknown header flags set,未知头部标志集
unknown plant substance,未知植物物质
to the ground from over-exertion.,因过度劳累而倒地。
"to try to boss us around, but you'll show them the true nature of power.",试图对我们发号施令，但你会向他们展示权力的真正含义。
to utilize a hospital.,以使用医院设施。
to view and interact with your worn and carried items.,以查看并操作你身上穿戴和携带的物品。
to view the message log.,以查看消息日志。
"to view your character's status.  This can be used to view your injuries, skills and needs.",以查看你的角色状态。可用于查看你的伤势、技能和需求。
"to view your log.  Your character generally starts with a variety of local knowledge, including a few places to have an adventure.",以查看你的日志。你的角色通常会掌握各种当地知识，包括几处可以展开冒险的地点。
to work as a mercenary,以担任佣兵
"to yield in combat.  If the conflict has not reached a No Quarter state, your opponent should stand down.",以在战斗中投降。若冲突尚未达到格杀勿论的程度，对手应当会收手。
tomb after gaining another year,年后入土为安
too many %s (limit is %d),%s过多（上限为%d）
too many %s (limit is %d) in %s,%s中%s过多（上限为%d）
too many arguments to resume,恢复执行的参数过多
too many elements to move,待移动的元素过多
too many length or distance symbols,长度或距离符号过多
trying to generate musical form without speech or instruments,试图在无语言或乐器的情况下生成乐曲形式
unable to dump given function,无法转储给定函数
unable to generate a unique filename,无法生成唯一文件名
unable to get ModuleFileName,无法获取模块文件名
undefined creature material set to default:,未定义的生物材质已设为默认：
undefined local creature material set to default:,未定义的本地生物材质已设为默认：
undefined local plant material set to default:,未定义的本地植物材质已设为默认：
undefined plant material set to default:,未定义的植物材质已设为默认：
under a collapsing ceiling,在坍塌的天花板下
under an obscure ruler,在默默无闻的统治者治下
under the influence of,受……影响
under the leadership of,在……的领导下
unfinished long %s (starting at line %d),未完成的长 %s（起始于第 %d 行）
unfinished string for format 'z',格式 'z' 的字符串未完成
unknown attribute '%s',未知属性 '%s'
too many nested functions,嵌套函数过多
too many results to resume,恢复的结果过多
too many results to unpack,需解包的结果过多
toppled the government of,推翻了……的政府
toward the fulfillment of plots and schemes in,为实现……的阴谋诡计
"trade from the list on the right.  Then hit [C:5:0:1]""Trade""[C:7:0:0].  The trader will accept if the deal is fair and",从右侧列表中选择要交易的货物，然后按 [C:5:0:1]“交易”[C:7:0:0]。若交易公平，贸易代表会接受，
trades directly with no fewer than,直接与不少于……进行贸易
"tried to get currently playing combat song's name, but there is no currently playing combat song.",试图获取当前正在播放的战斗之歌的名称，但当前没有正在播放的战斗之歌。
"tried to get currently playing combat song's name, but there was no 'songName' property.",试图获取当前正在播放的战斗之歌的名称，但没有 'songName' 属性。
"tried to get currently playing song's name, but there is no currently playing song.",试图获取当前正在播放的歌曲的名称，但当前没有正在播放的歌曲。
"tried to get currently playing song's name, but there was no 'songName' property.",试图获取当前正在播放的歌曲的名称，但没有 'songName' 属性。
tried to secure tribute from,试图向……索取贡品
tries to remember something,试图回想某件事
"true name.  The location of this place is well-known, but none have penetrated its secrets.  If the true name of the monster can be uncovered, you might be able to end this terror forever.",真名。此地的所在广为人知，但无人能探明其秘密。若能揭开怪物的真名，你或许就能永远终结这场恐怖。
truly respects sacrifice,真心敬重牺牲
unknown pressed frozen creature substance,未知的冷冻压制生物物质
unknown pressed frozen plant substance,未知的冷冻压制植物物质
unordered_map/set too long,unordered_map/set 过长
unrolled a brilliant tactical plan,制定了一个绝妙的战术计划
until a measure before the next phrase.,直到下一乐句前的一个小节。
until after the stingers are complete.,直到刺完成之后。
until next measure start.,直到下一小节开始。
until the next phrase.,直到下一乐句。
until you are on a stable surface.,直到你站在稳定的表面上。
until you leave this site.,直到你离开此地。
until you stop riding this projectile.,直到你停止骑乘此投射物。
until you stop riding this vehicle.,直到你停止骑乘此载具。
until you've stopped the bleeding.,直到你止住流血。
until your [C:5:0:0]Broker[C:7:0:0] or another resident arrives at the depot.,直到你的[C:5:0:0]经纪人[C:7:0:0]或其他居民抵达商栈。
up the bulk of the instrument.],构成乐器的大部分。]
used by the musician to strike the instrument and produce sound.],乐师用来敲击乐器以发出声音。]
usually starts tapping,通常会开始敲击
usually talks very quickly,通常语速很快
utilize the market here.,利用这里的市场。
vaguely like the intended,隐约像预期的
value has no literal form,价值没有具体形态
value.  Other currencies can be traded as regular items.  You might receive change in the currency of the realm.  You can change your,价值。  其他货币可作为普通物品交易。  你可能会收到以当地货币支付的找零。  你可以更改你的
values artwork and its creation,重视艺术品及其创作
values harmony as an intellectual concept,作为思想观念重视和谐
values parties and merrymaking in the abstract,在抽象层面上重视聚会与欢庆
"values quiet so, at least in the abstract",重视安静，所以至少在抽象层面上
values such powerful forces in life,重视生活中如此强大的力量
values the concept of loyalty and is troubled by,重视忠诚这一理念，并因……而困扰
variable '%s' got a non-closable value,变量“%s”得到了一个不可关闭的值
variable-length format,可变长度格式
was brought back from the dead,被从死亡中复活
was burned to death by,被……烧死
was burned to death by a,被一个……烧死
was crucial to the coup.,是政变的关键人物。
was disturbed from eternal rest,的长眠被惊扰
was forced to make a hasty escape,被迫仓皇逃走
was forced to retreat from,被迫从……撤退
was made a family heirloom,成为了传家宝
was most often depicted as a,最常被描绘为
"was not found, using first tissue instead",未找到，改用首个组织
was recognized and arrested,被认出并遭逮捕
was seen being passed to a thief!,有人看见它被交给了小偷！
was seen being stolen!,有人看见它被偷走了！
was spotted sneaking around!,有人发现它在四处潜行！
