text,translation
This is a goat leather breastplate.  ,这是一个山羊皮胸甲。
This is a goat leather mail shirt.  ,这是一件山羊皮锁子甲。
This is a goat leather armor.  ,这是一件山羊皮护甲。
This is a goat leather coat.  ,这是一件山羊皮外套。
This is a goat leather shirt.  ,这是一件山羊皮衬衫。
This is a goat leather cloak.  ,这是一件山羊皮斗篷。
This is a goat leather tunic.  ,这是一件山羊皮束腰上衣。
This is a goat leather toga.  ,这是一件山羊皮托加袍。
This is a goat leather cape.  ,这是一件山羊皮披风。
This is a goat leather vest.  ,这是一件山羊皮背心。
This is a goat leather dress.  ,这是一条山羊皮连衣裙。
This is a goat leather robe.  ,这是一件山羊皮长袍。
This is a goat leather helm.  ,这是一顶山羊皮头盔。
This is a goat leather cap.  ,这是一顶山羊皮便帽。
This is a sand white millstone.  ,这是一块沙白色的磨石。
This is a sand white display case.  ,这是一个沙白色的陈列柜。
This is a sand white altar.  ,这是一座沙白色的祭坛。
This is a sand white pedestal.  ,这是一个沙白色的基座。
This is a sand white bookcase.  ,这是一个沙白色的书柜。
This is a sand black chair.  ,这是一把沙黑色的椅子。
This is a sand black bed.  ,这是一张沙黑色的床。
This is a sand black table.  ,这是一张沙黑色的桌子。
This is a sand black coffin.  ,这是一口沙黑色的棺材。
This is a sand black armor stand.  ,这是一个沙黑色的护甲架。
This is a sand black weapon rack.  ,这是一个沙黑色的武器架。
This is a sand black cabinet.  ,这是一个沙黑色的柜子。
This is a sand black door.  ,这是一扇沙黑色的门。
This is a sand black floodgate.  ,这是一道沙黑色的防洪闸。
This is a sand black hatch cover.  ,这是一个沙黑色的活板门盖。
This is a goat leather mitten.  ,这是一只山羊皮连指手套。
This is a goat leather shoe.  ,这是一只山羊皮鞋。
This is a goat leather high boot.  ,这是一只山羊皮高筒靴。
This is a goat leather low boot.  ,这是一只山羊皮低筒靴。
This is a goat leather sandal.  ,这是一只山羊皮凉鞋。
This is a goat leather chausse.  ,这是一只山羊皮护腿。
This is a goat leather sock.  ,这是一只山羊皮袜子。
This is a goat leather cloth.  ,这是一块山羊皮布。
This is a goat leather bag.  ,这是一个山羊皮袋子。
This is a goat leather backpack.  ,这是一个山羊皮背包。
This is a goat leather waterskin.  ,这是一个山羊皮水囊。
This is a dog leather breastplate.  ,这是一件狗皮胸甲。
This is a dog leather mail shirt.  ,这是一件狗皮锁子衫。
This is a dog leather armor.  ,这是一件狗皮铠甲。
This is a dog leather coat.  ,这是一件狗皮外套。
This is a sheep leather thong.  ,这是一条绵羊皮丁字裤。
This is a sheep leather skirt.  ,这是一条绵羊皮短裙。
This is a sheep leather braies.  ,这是一条绵羊皮衬裤。
This is a sheep leather gauntlet.  ,这是一只绵羊皮护手。
This is a sheep leather glove.  ,这是一只绵羊皮手套。
This is a sheep leather mitten.  ,这是一只绵羊皮连指手套。
This is a sheep leather shoe.  ,这是一只绵羊皮鞋。
This is a sheep leather high boot.  ,这是一只绵羊皮高筒靴。
This is a sheep leather low boot.  ,这是一只绵羊皮低筒靴。
This is a sheep leather sandal.  ,这是一只绵羊皮凉鞋。
This is a sheep leather chausse.  ,这是一条绵羊皮长袜。
This is a sheep leather sock.  ,这是一只绵羊皮短袜。
This is a sheep leather cloth.  ,这是一块绵羊皮布。
This is a sheep leather bag.  ,这是一个绵羊皮袋。
This is a sheep leather backpack.  ,这是一个绵羊皮背包。
This is a dog leather headscarf.  ,这是一条狗皮头巾。
This is a dog leather trousers.  ,这是一条狗皮裤子。
This is a dog leather greaves.  ,这是一副狗皮护胫。
This is a dog leather leggings.  ,这是一条狗皮护腿。
This is a dog leather loincloth.  ,这是一条狗皮缠腰布。
This is a dog leather thong.  ,这是一条狗皮丁字裤。
This is a dog leather skirt.  ,这是一条狗皮裙子。
This is a dog leather braies.  ,这是一条狗皮短裤。
This is a dog leather gauntlet.  ,这是一只狗皮护手。
This is a dog leather glove.  ,这是一只狗皮手套。
This is a dog leather mitten.  ,这是一只狗皮连指手套。
This is a dog leather shoe.  ,这是一只狗皮鞋。
This is a dog leather high boot.  ,这是一只狗皮高靴。
This is a dog leather low boot.  ,这是一只狗皮低靴。
This is a dog leather sandal.  ,这是一只狗皮凉鞋。
This is a goat leather hood.  ,这是一顶山羊皮兜帽。
This is a goat leather turban.  ,这是一条山羊皮头巾。
This is a goat leather mask.  ,这是一个山羊皮面具。
This is a goat leather head veil.  ,这是一条山羊皮头纱。
This is a goat leather face veil.  ,这是一条山羊皮面纱。
This is a goat leather headscarf.  ,这是一条山羊皮头巾。
This is a goat leather trousers.  ,这是一条山羊皮裤子。
This is a goat leather greaves.  ,这是一副山羊皮护胫。
This is a goat leather leggings.  ,这是一条山羊皮紧身裤。
This is a goat leather loincloth.  ,这是一条山羊皮缠腰布。
This is a goat leather thong.  ,这是一条山羊皮丁字裤。
This is a goat leather skirt.  ,这是一条山羊皮短裙。
This is a goat leather braies.  ,这是一条山羊皮衬裤。
This is a goat leather gauntlet.  ,这是一只山羊皮护手。
This is a goat leather glove.  ,这是一只山羊皮手套。
This is a dog leather chausse.  ,这是一条狗皮革护腿。
This is a dog leather sock.  ,这是一只狗皮革袜子。
This is a dog leather cloth.  ,这是一块狗皮革布料。
This is a dog leather bag.  ,这是一个狗皮革袋子。
This is a dog leather backpack.  ,这是一个狗皮革背包。
This is a dog leather waterskin.  ,这是一个狗皮革水袋。
This is a donkey leather breastplate.  ,这是一件驴皮革胸甲。
This is a donkey leather mail shirt.  ,这是一件驴皮革锁子甲。
This is a donkey leather armor.  ,这是一件驴皮革盔甲。
This is a donkey leather coat.  ,这是一件驴皮革外套。
This is a donkey leather shirt.  ,这是一件驴皮革衬衫。
This is a donkey leather cloak.  ,这是一件驴皮革斗篷。
This is a donkey leather tunic.  ,这是一件驴皮革短袍。
This is a donkey leather toga.  ,这是一件驴皮革托加。
This is a donkey leather cape.  ,这是一件驴皮革披风。
This is a donkey leather vest.  ,这是一件驴皮背心。
This is a donkey leather dress.  ,这是一件驴皮连衣裙。
This is a donkey leather robe.  ,这是一件驴皮长袍。
This is a donkey leather helm.  ,这是一顶驴皮头盔。
This is a donkey leather cap.  ,这是一顶驴皮便帽。
This is a donkey leather hood.  ,这是一顶驴皮兜帽。
This is a donkey leather turban.  ,这是一条驴皮头巾。
This is a donkey leather mask.  ,这是一个驴皮面具。
This is a donkey leather head veil.  ,这是一条驴皮头纱。
This is a donkey leather face veil.  ,这是一条驴皮面纱。
This is a donkey leather headscarf.  ,这是一条驴皮头巾。
This is a donkey leather trousers.  ,这是一条驴皮长裤。
This is a donkey leather greaves.  ,这是一副驴皮护胫。
This is a donkey leather leggings.  ,这是一条驴皮紧身裤。
This is a donkey leather loincloth.  ,这是一条驴皮缠腰布。
This is a donkey leather thong.  ,这是一条驴皮缠腰带。
This is a donkey leather skirt.  ,这是一条驴皮短裙。
This is a donkey leather braies.  ,这是一条驴皮长裤。
This is a donkey leather gauntlet.  ,这是一只驴皮护手。
This is a donkey leather glove.  ,这是一只驴皮手套。
This is a donkey leather mitten.  ,这是一只驴皮连指手套。
This is a donkey leather shoe.  ,这是一只驴皮鞋。
This is a donkey leather high boot.  ,这是一只驴皮高筒靴。
This is a donkey leather low boot.  ,这是一只驴皮低筒靴。
This is a donkey leather sandal.  ,这是一只驴皮凉鞋。
This is a donkey leather chausse.  ,这是一条驴皮护腿。
This is a donkey leather sock.  ,这是一只驴皮袜子。
This is a donkey leather cloth.  ,这是一块驴皮布。
This is a donkey leather bag.  ,这是一个驴皮袋子。
This is a donkey leather backpack.  ,这是一个驴皮背包。
This is a donkey leather waterskin.  ,这是一个驴皮水囊。
This is a mule leather breastplate.  ,这是一件骡皮胸甲。
This is a mule leather mail shirt.  ,这是一件骡皮锁子衫。
This is a mule leather armor.  ,这是一件骡皮盔甲。
This is a mule leather coat.  ,这是一件骡皮外套。
This is a mule leather shirt.  ,这是一件骡皮衬衫。
This is a mule leather cloak.  ,这是一件骡皮斗篷。
This is a mule leather tunic.  ,这是一件骡皮短上衣。
This is a mule leather toga.  ,这是一件骡皮托加袍。
This is a mule leather cape.  ,这是一件骡皮披风。
This is a mule leather vest.  ,这是一件骡皮背心。
This is a mule leather dress.  ,这是一件骡皮连衣裙。
This is a mule leather robe.  ,这是一件骡皮长袍。
This is a mule leather helm.  ,这是一顶骡皮头盔。
This is a mule leather cap.  ,这是一顶骡皮便帽。
This is a siliceous ooze anvil.  ,这是一个硅质软泥铁砧。
This is a siliceous ooze slab.  ,这是一块硅质软泥石板。
This is a siliceous ooze quern.  ,这是一个硅质软泥手推磨。
This is a siliceous ooze millstone.  ,这是一个硅质软泥磨盘。
This is a siliceous ooze display case.  ,这是一个硅质软泥展示柜。
This is a siliceous ooze altar.  ,这是一个硅质软泥祭坛。
This is a siliceous ooze pedestal.  ,这是一个硅质软泥底座。
This is a siliceous ooze bookcase.  ,这是一个硅质软泥书架。
This is a fire clay chair.  ,这是一把耐火粘土椅子。
This is a fire clay bed.  ,这是一张耐火粘土床。
This is a fire clay table.  ,这是一张耐火粘土桌子。
This is a fire clay coffin.  ,这是一口耐火粘土棺材。
This is a fire clay armor stand.  ,这是一个耐火粘土盔甲架。
This is a fire clay weapon rack.  ,这是一个耐火粘土武器架。
This is a fire clay cabinet.  ,这是一个耐火粘土柜子。
This is a dog leather shirt.  ,这是一件狗皮衬衫。
This is a dog leather cloak.  ,这是一件狗皮斗篷。
This is a dog leather tunic.  ,这是一件狗皮束腰外衣。
This is a dog leather toga.  ,这是一件狗皮托加袍。
This is a dog leather cape.  ,这是一件狗皮披风。
This is a dog leather vest.  ,这是一件狗皮背心。
This is a dog leather dress.  ,这是一条狗皮连衣裙。
This is a dog leather robe.  ,这是一件狗皮长袍。
This is a dog leather helm.  ,这是一顶狗皮头盔。
This is a dog leather cap.  ,这是一顶狗皮无边帽。
This is a dog leather hood.  ,这是一顶狗皮兜帽。
This is a dog leather turban.  ,这是一条狗皮头巾。
This is a dog leather mask.  ,这是一个狗皮面具。
This is a dog leather head veil.  ,这是一条狗皮头纱。
This is a dog leather face veil.  ,这是一条狗皮面纱。
This is a mule leather hood.  ,这是一顶骡皮兜帽。
This is a mule leather turban.  ,这是一条骡皮缠头巾。
This is a mule leather mask.  ,这是一个骡皮面具。
This is a mule leather head veil.  ,这是一块骡皮头纱。
This is a mule leather face veil.  ,这是一块骡皮面纱。
This is a mule leather headscarf.  ,这是一条骡皮头巾。
This is a mule leather trousers.  ,这是一条骡皮长裤。
This is a mule leather greaves.  ,这是一副骡皮护胫。
This is a mule leather leggings.  ,这是一条骡皮护腿。
This is a mule leather loincloth.  ,这是一块骡皮缠腰布。
This is a mule leather thong.  ,这是一条骡皮丁字裤。
This is a mule leather skirt.  ,这是一条骡皮短裙。
This is a mule leather braies.  ,这是一条骡皮衬裤。
This is a mule leather gauntlet.  ,这是一只骡皮长手套。
This is a mule leather glove.  ,这是一只骡皮手套。
This is a camel leather headscarf.  ,这是一条骆驼皮头巾。
This is a camel leather trousers.  ,这是一条骆驼皮裤子。
This is a camel leather greaves.  ,这是一副骆驼皮护胫。
This is a camel leather leggings.  ,这是一条骆驼皮护腿。
This is a camel leather loincloth.  ,这是一条骆驼皮缠腰布。
This is a camel leather thong.  ,这是一条骆驼皮丁字裤。
This is a camel leather skirt.  ,这是一条骆驼皮裙子。
This is a camel leather braies.  ,这是一条骆驼皮短裤。
This is a camel leather gauntlet.  ,这是一只骆驼皮护手。
This is a camel leather glove.  ,这是一只骆驼皮手套。
